"Sex";"fakecode";"fakelat";"fakelong";"PatronType";"PatronID";"EMAI/Venue";"EMAI/Third Patry (i.e. Promoter or Partner)";"PHON/Venue";"PHON/Third Patry (i.e. Promoter or Partner)";"POST/Venue";"POST/Third Patry (i.e. Promoter or Partner)";"SMS/Venue";"SMS/Third Patry (i.e. Promoter or Partner)";"SOCI/Venue";"SOCI/Third Patry (i.e. Promoter or Partner)"
NULL;NULL;NULL;NULL;"Student";"104270";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA11 7RA";"54.1848925";"-2.9421963";"Regular Booker";"103766";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA5 8JA";"54.1054419";"-2.7918837";"Lapsed Booker";"4020";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LL30 2DG";"53.3236953";"-3.834793";"Active Booker";"105246";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102170";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Lapsed Booker";"4033";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";NULL;NULL;NULL;"Lapsed Booker";"102517";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA6 1JG";"54.1631271";"-2.7247161";"Lapsed Booker";"4040";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Active Booker";"105277";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB7 1NB";"53.8694068";"-2.3871073";"Active Booker";"105062";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Student";"105108";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104283";"N";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102271";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Active Booker";"105909";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"105257";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104876";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105005";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB1 9QA";"53.7805183";"-2.4781257";"Lapsed Booker";"4091";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"4095";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;"M1  3BL";"53.4785135";"-2.2347568";"Student";"105220";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"M";"LA4 6RN";"54.0741967";"-2.8349795";"Active Booker";"4104";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Active Booker";"4105";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";NULL;NULL;NULL;"Active Booker";"100183";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102570";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102983";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102338";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105017";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Active Booker";"102933";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105006";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"PR2 7AR";"53.7871471";"-2.7381912";"Regular Booker";"102470";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"103002";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105351";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"NG16 5HW";"53.0541019";"-1.3217087";"Lapsed Booker";"103016";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105007";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"100393";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"PR25 1RB";"53.6913515";"-2.7123455";"Active Booker";"4173";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"M";"LA6 1JG";"54.1631271";"-2.7247161";"Regular Booker";"4180";"N";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"L18 8AU";"53.3804068";"-2.9191864";"Lapsed Booker";"102453";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104834";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"104609";"Y";"N";"N";"N";"Y";"Y";"N";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102535";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA22 0JP";"54.4008343";"-2.9735543";"Active Booker";"103787";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Active Booker";"102615";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"101332";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Active Booker";"4217";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BD24 0DJ";"54.0932149";"-2.2992893";"Lapsed Booker";"102513";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"4220";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"FY8 1YB";"53.7484208";"-3.0173861";"Active Booker";"104840";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102726";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102989";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Regular Booker";"102574";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"105397";"Y";"N";"N";"N";"Y";"N";"N";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105158";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"WN8 7NW";"53.588129";"-2.7698548";"Student";"105179";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"4245";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105026";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"M21 9LP";"53.4436076";"-2.2811013";"Student";"102596";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Active Booker";"100160";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102897";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";NULL;NULL;NULL;"Lapsed Booker";"102917";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"PR3 0TB";"53.882743";"-2.7994458";"Regular Booker";"6873";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Student";"104419";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"SK4 3HS";"53.4164317";"-2.1986667";"Active Booker";"104045";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Student";"6293";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR1 0RD";"53.7473886";"-2.7338057";"Active Booker";"105279";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA9 4JU";"54.3252657";"-2.7521208";"Lapsed Booker";"101069";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"BL1 5NY";"53.5865663";"-2.4709223";"Lapsed Booker";"4298";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102841";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"102020";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR2 9WH";"53.7908375";"-2.6979167";"Student";"104935";"Y";"N";"N";"N";"N";"N";"N";"N";"Y";"N"
"F";"PR1 7UG";"53.7701286";"-2.7101214";"Student";"102937";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"103037";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"104906";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB5 3BJ";"53.7416854";"-2.3934554";"Active Booker";"105379";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102732";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102522";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102924";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Active Booker";"4330";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102766";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102729";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102466";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Student";"105010";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"102584";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"M26 4FY";"53.5716129";"-2.3354355";"Student";"103803";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"103842";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";NULL;NULL;NULL;"Active Booker";"5659";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
"F";"LA2 7LT";"54.1065596";"-2.5083731";"Regular Booker";"4349";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"100082";"Y";"N";"N";"N";"N";"N";"Y";"N";"N";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105222";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104565";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 2NE";"54.0618975";"-2.8037951";"Active Booker";"102717";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104888";"Y";"N";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105740";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA12 8JL";"54.2719639";"-3.0164124";"Active Booker";"105486";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR4 3HD";"53.7998213";"-2.8807787";"Regular Booker";"4386";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"M";"PR8 1EZ";"53.6454207";"-3.0056524";"Lapsed Booker";"103011";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104838";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"BN18 9PB";"50.8617339";"-0.5476743";"Student";"105939";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Active Booker";"4464";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102786";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"FY8 4JZ";"53.7396908";"-2.9609517";"Lapsed Booker";"4592";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Lapsed Booker";"101287";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR4 3HD";"53.7998213";"-2.8807787";"Active Booker";"105169";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA3 2JJ";"54.0446703";"-2.8922308";"Lapsed Booker";"102625";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102848";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA4 4PE";"54.0670876";"-2.8655259";"Lapsed Booker";"102462";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"102807";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA4 4PE";"54.0670876";"-2.8655259";"Lapsed Booker";"102692";"Y";"N";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"4616";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BL6 7PT";"53.6036886";"-2.5473333";"Active Booker";"105176";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105170";"Y";"N";"N";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Student";"102184";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA8 8AX";"54.2983918";"-2.8113626";"Student";"105133";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"DE45 1DX";"53.2162582";"-1.6764837";"Regular Booker";"103777";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104803";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"4631";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Lapsed Booker";"102677";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 1PS";"54.049537";"-2.7996342";"Active Booker";"100127";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"N";"N"
"M";"LA2 7LT";"54.1065596";"-2.5083731";"Lapsed Booker";"102500";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"102940";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Student";"105475";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 6BQ";"54.0839557";"-2.7861084";"Lapsed Booker";"101074";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"SK8 5NH";"53.3842584";"-2.1912472";"Student";"105299";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105346";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"CH42 9PZ";"53.3717571";"-3.0382571";"Student";"104688";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"BL8 2LH";"53.5913294";"-2.3248157";"Student";"102526";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105100";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"BB5 5WW";"53.7751759";"-2.3765034";"Student";"104850";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA5 0SN";"54.1867024";"-2.8271845";"Active Booker";"6894";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"105444";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 1PS";"54.049537";"-2.7996342";"Lapsed Booker";"4677";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR3 2WD";"53.8518333";"-2.6171869";"Active Booker";"105249";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
NULL;"NE43 7NT";"54.9490818";"-1.9048409";"Student";"102920";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Active Booker";"103722";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102784";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 9ES";"54.0461848";"-2.7098815";"Active Booker";"4689";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104427";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"102472";"Y";"Y";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102851";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Regular Booker";"4706";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102912";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"105469";"Y";"N";"N";"N";"Y";"N";"Y";"N";"N";"N"
NULL;"ST20 0JD";"52.7996967";"-2.2700142";"Student";"105153";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"ST20 0JD";"52.7996967";"-2.2700142";"Lapsed Booker";"102612";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"YO23 2RN";"53.9156147";"-1.1013853";"Student";"104252";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"OL9 0AH";"53.5507411";"-2.1463604";"Active Booker";"105254";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"OL9 0AH";"53.5507411";"-2.1463604";"Active Booker";"104932";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"105096";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 3EY";"54.0504484";"-2.786843";"Student";"105124";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 0NU";"53.9922216";"-2.7988144";"Student";"4734";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"103022";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105019";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Student";"105234";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA2 7LT";"54.1065596";"-2.5083731";"Active Booker";"104308";"Y";"Y";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102673";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA1 5PA";"54.0477115";"-2.8129192";"Active Booker";"102278";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"LA9 7NN";"54.3148511";"-2.7328553";"Active Booker";"104976";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"GL51 6DJ";"51.8928143";"-2.1185823";"Lapsed Booker";"102921";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR4 2BU";"53.7819528";"-2.8828197";"Student";"104289";"Y";"Y";"N";"N";"Y";"Y";"N";"N";"N";"N"
NULL;"PR6 8JJ";"53.6916169";"-2.5865517";"Lapsed Booker";"4777";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;"LA1 1PS";"54.049537";"-2.7996342";"Student";"104890";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";"LA2 0NU";"53.9922216";"-2.7988144";"Lapsed Booker";"102642";"Y";"Y";"N";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105011";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Active Booker";"105049";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"PR3 1HZ";"53.9068429";"-2.7624231";"Active Booker";"102714";"Y";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
NULL;"BB5 5WW";"53.7751759";"-2.3765034";"Active Booker";"105075";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"C";NULL;NULL;NULL;"Lapsed Booker";"102982";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105233";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Student";"100481";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 4EP";"54.0322724";"-2.7906442";"Student";"102981";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"104432";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"101214";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"PR2 7AR";"53.7871471";"-2.7381912";"Student";"105022";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"WS14 0LE";"52.6437011";"-1.843538";"Lapsed Booker";"102890";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102878";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"103005";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"100915";"Y";"N";"Y";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"PR4 1YE";"53.7549028";"-2.8765185";"Active Booker";"105467";"Y";"N";"Y";"N";"N";"N";"N";"N";"N";"N"
"F";"CA1 2WG";"54.8899569";"-2.9129686";"Lapsed Booker";"102326";"Y";"Y";"N";"N";"N";"N";"Y";"N";"Y";"N"
NULL;"LA1 4EP";"54.0322724";"-2.7906442";"Student";"104227";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA1 2NE";"54.0618975";"-2.8037951";"Active Booker";"100411";"Y";"Y";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"102785";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";NULL;NULL;NULL;"Lapsed Booker";"102928";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Active Booker";"104920";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"F";NULL;NULL;NULL;"Regular Booker";"103723";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"LA3 3ES";"54.0474118";"-2.8564615";"Active Booker";"4882";"Y";"?";"Y";"?";"Y";"?";"?";"?";"?";"?"
NULL;NULL;NULL;NULL;"Student";"105012";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;"LA9 7NN";"54.3148511";"-2.7328553";"Lapsed Booker";"102894";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
NULL;"BB2 4PA";"53.7300113";"-2.4980902";"Active Booker";"104235";"Y";"Y";"Y";"N";"Y";"Y";"Y";"N";"Y";"N"
"M";"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"102622";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"M";"LA1 2NE";"54.0618975";"-2.8037951";"Lapsed Booker";"102678";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA1 3EY";"54.0504484";"-2.786843";"Lapsed Booker";"102694";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA2 9ES";"54.0461848";"-2.7098815";"Regular Booker";"4899";"Y";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
"F";"LA1 5PA";"54.0477115";"-2.8129192";"Regular Booker";"4906";"N";"N";"Y";"N";"Y";"N";"N";"N";"N";"N"
NULL;NULL;NULL;NULL;"Lapsed Booker";"103006";"Y";"N";"N";"N";"N";"N";"N";"N";"N";"N"
"F";"LA5 9HG";"54.1378168";"-2.7678132";"Regular Booker";"103747";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
NULL;NULL;NULL;NULL;"Student";"105013";"Y";"N";"Y";"N";"Y";"N";"Y";"N";"Y";"N"
"M";"LA6 1JG";"54.1631271";"-2.7247161";"Lapsed Booker";"102713";"N";"N";"N";"N";"Y";"N";"N";"N";"N";"N"
"M";"LA1 4EP";"54.0322724";"-2.7906442";"Lapsed Booker";"102467";"N";"N";"N";"N";"N";"N";"N";"N";"N";"N"
